SAQ_Channel_Numbers,Resets_Averaged_by_Area,Raw_Number_of_Resets
1.0,13.211103674620219,17.0
2.0,3.80091766646245,21.0
3.0,5.908263027102659,50.0
4.0,7.1530311501975445,106.0
5.0,7.485009699866366,171.0
6.0,4.657019453446258,134.0
7.0,3.0200112628758062,108.0
8.0,1.6628643491376303,106.0
9.0,1.2551449650753832,98.0
10.0,0.6023139953903364,98.0
11.0,0.16827532144275587,73.0
12.0,0.14890378470995225,88.0
13.0,0.08103882745079809,61.0
14.0,0.046905978248552076,43.0
15.0,0.0,0.0
16.0,0.0,0.0
